epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,112.678,1.22414,0.80314,0.97838,0.68602,0.64679,0.64113,0.24754,2.1736,1.45173,1.39325,0.00136829,0.00136829,0.00136829
183,113.276,1.2635,0.8005,1.00096,0.68602,0.64679,0.64113,0.24754,2.1736,1.45173,1.39325,0.00136664,0.00136664,0.00136664
184,113.991,1.21922,0.8822,0.98008,0.61199,0.67429,0.60169,0.23012,2.18563,1.50396,1.3844,0.00136499,0.00136499,0.00136499
185,114.758,1.23391,0.85405,0.97822,0.61199,0.67429,0.60169,0.23012,2.18563,1.50396,1.3844,0.00136334,0.00136334,0.00136334
186,115.721,1.18438,0.80326,0.94956,0.61199,0.67429,0.60169,0.23012,2.18563,1.50396,1.3844,0.00136169,0.00136169,0.00136169
187,116.586,1.32818,0.96447,1.0072,0.61199,0.67429,0.60169,0.23012,2.18563,1.50396,1.3844,0.00136004,0.00136004,0.00136004
188,117.408,1.30437,0.92252,0.97137,0.65824,0.59615,0.62478,0.25466,2.19704,1.47119,1.41018,0.00135839,0.00135839,0.00135839
189,117.872,1.16904,0.78485,0.96455,0.65824,0.59615,0.62478,0.25466,2.19704,1.47119,1.41018,0.00135674,0.00135674,0.00135674
190,118.381,1.16903,0.80542,0.97015,0.65824,0.59615,0.62478,0.25466,2.19704,1.47119,1.41018,0.00135509,0.00135509,0.00135509
191,118.901,1.0734,0.76067,0.92407,0.65824,0.59615,0.62478,0.25466,2.19704,1.47119,1.41018,0.00135344,0.00135344,0.00135344
192,119.463,1.31159,0.88299,0.96938,0.68183,0.65962,0.64401,0.26615,2.19045,1.37725,1.42868,0.00135179,0.00135179,0.00135179
193,119.984,1.29501,0.84675,0.9543,0.68183,0.65962,0.64401,0.26615,2.19045,1.37725,1.42868,0.00135014,0.00135014,0.00135014
194,120.639,1.24367,0.81523,0.95257,0.68183,0.65962,0.64401,0.26615,2.19045,1.37725,1.42868,0.00134849,0.00134849,0.00134849
195,121.149,1.15237,0.84376,0.95026,0.68183,0.65962,0.64401,0.26615,2.19045,1.37725,1.42868,0.00134684,0.00134684,0.00134684
196,121.737,1.03845,0.83036,0.94582,0.69243,0.64744,0.63967,0.26255,2.2045,1.30784,1.42965,0.00134519,0.00134519,0.00134519
197,122.238,1.28521,0.86134,0.96413,0.69243,0.64744,0.63967,0.26255,2.2045,1.30784,1.42965,0.00134354,0.00134354,0.00134354
198,122.859,1.39437,0.95213,0.99092,0.69243,0.64744,0.63967,0.26255,2.2045,1.30784,1.42965,0.00134188,0.00134188,0.00134188
199,123.395,1.21756,0.79273,0.92769,0.69243,0.64744,0.63967,0.26255,2.2045,1.30784,1.42965,0.00134023,0.00134023,0.00134023
200,123.864,1.16553,0.7764,0.94344,0.69163,0.66026,0.64431,0.25476,2.20089,1.29382,1.41467,0.00133858,0.00133858,0.00133858
201,124.476,1.24012,0.80416,0.95481,0.69163,0.66026,0.64431,0.25476,2.20089,1.29382,1.41467,0.00133693,0.00133693,0.00133693
202,124.917,1.26343,0.83955,0.94355,0.69163,0.66026,0.64431,0.25476,2.20089,1.29382,1.41467,0.00133528,0.00133528,0.00133528
203,125.521,1.32323,0.85994,0.96911,0.69163,0.66026,0.64431,0.25476,2.20089,1.29382,1.41467,0.00133363,0.00133363,0.00133363
204,126.044,1.1792,0.77192,0.93316,0.62251,0.69808,0.63649,0.25281,2.19916,1.35352,1.41275,0.00133198,0.00133198,0.00133198
205,126.56,1.19826,0.81961,0.9708,0.62251,0.69808,0.63649,0.25281,2.19916,1.35352,1.41275,0.00133033,0.00133033,0.00133033
206,127.039,1.13113,0.79114,0.92162,0.62251,0.69808,0.63649,0.25281,2.19916,1.35352,1.41275,0.00132868,0.00132868,0.00132868
207,127.675,1.10452,0.7601,0.92899,0.62251,0.69808,0.63649,0.25281,2.19916,1.35352,1.41275,0.00132703,0.00132703,0.00132703
208,128.586,1.14105,0.77398,0.92699,0.5935,0.65971,0.5811,0.23144,2.21442,1.43333,1.387,0.00132538,0.00132538,0.00132538
209,129.447,1.22303,0.81033,0.98217,0.5935,0.65971,0.5811,0.23144,2.21442,1.43333,1.387,0.00132373,0.00132373,0.00132373
210,130.152,1.23995,0.82008,0.96376,0.5935,0.65971,0.5811,0.23144,2.21442,1.43333,1.387,0.00132208,0.00132208,0.00132208
211,131.074,1.41768,0.99994,1.03442,0.5935,0.65971,0.5811,0.23144,2.21442,1.43333,1.387,0.00132043,0.00132043,0.00132043
212,131.813,1.17741,0.85224,0.94858,0.57402,0.69808,0.57302,0.21962,2.21047,1.39863,1.37031,0.00131878,0.00131878,0.00131878
213,132.292,1.30944,0.83149,0.95165,0.57402,0.69808,0.57302,0.21962,2.21047,1.39863,1.37031,0.00131713,0.00131713,0.00131713
214,132.922,1.16614,0.76583,0.9098,0.57402,0.69808,0.57302,0.21962,2.21047,1.39863,1.37031,0.00131548,0.00131548,0.00131548
215,133.41,1.22974,0.80439,0.94062,0.57402,0.69808,0.57302,0.21962,2.21047,1.39863,1.37031,0.00131383,0.00131383,0.00131383
216,134.055,1.43632,0.85761,0.93727,0.57022,0.67781,0.59628,0.21723,2.22126,1.36109,1.37085,0.00131218,0.00131218,0.00131218
217,134.593,1.10867,0.77228,0.9191,0.57022,0.67781,0.59628,0.21723,2.22126,1.36109,1.37085,0.00131053,0.00131053,0.00131053
218,135.054,1.13909,0.76115,0.93861,0.57022,0.67781,0.59628,0.21723,2.22126,1.36109,1.37085,0.00130888,0.00130888,0.00130888
219,135.676,1.18662,0.78944,0.95213,0.57022,0.67781,0.59628,0.21723,2.22126,1.36109,1.37085,0.00130723,0.00130723,0.00130723
220,136.241,1.27297,0.82791,0.95754,0.60269,0.63526,0.61592,0.22271,2.25329,1.31813,1.39245,0.00130558,0.00130558,0.00130558
221,136.733,1.28249,0.84177,0.99752,0.60269,0.63526,0.61592,0.22271,2.25329,1.31813,1.39245,0.00130393,0.00130393,0.00130393
222,137.278,1.21776,0.82778,0.92792,0.60269,0.63526,0.61592,0.22271,2.25329,1.31813,1.39245,0.00130228,0.00130228,0.00130228
223,137.785,1.12385,0.74637,0.9546,0.60269,0.63526,0.61592,0.22271,2.25329,1.31813,1.39245,0.00130063,0.00130063,0.00130063
224,138.331,1.19076,0.75759,0.96973,0.62776,0.7109,0.64932,0.24175,2.25357,1.27204,1.40989,0.00129898,0.00129898,0.00129898
225,138.821,1.33829,0.82285,0.96374,0.62776,0.7109,0.64932,0.24175,2.25357,1.27204,1.40989,0.00129733,0.00129733,0.00129733
226,139.348,1.2182,0.86596,0.9848,0.62776,0.7109,0.64932,0.24175,2.25357,1.27204,1.40989,0.00129568,0.00129568,0.00129568
227,139.911,1.2064,0.82946,0.96157,0.62776,0.7109,0.64932,0.24175,2.25357,1.27204,1.40989,0.00129403,0.00129403,0.00129403
228,140.5,1.17026,0.74143,0.93992,0.66507,0.67308,0.65055,0.24569,2.16009,1.27517,1.39222,0.00129238,0.00129238,0.00129238
229,141.054,1.33225,0.8145,0.9297,0.66507,0.67308,0.65055,0.24569,2.16009,1.27517,1.39222,0.00129072,0.00129072,0.00129072
230,141.531,1.25536,0.81343,0.9441,0.66507,0.67308,0.65055,0.24569,2.16009,1.27517,1.39222,0.00128907,0.00128907,0.00128907
231,142.637,1.10499,0.76774,0.94441,0.66507,0.67308,0.65055,0.24569,2.16009,1.27517,1.39222,0.00128742,0.00128742,0.00128742
232,143.661,1.10575,0.79354,0.95142,0.56102,0.67244,0.61481,0.2345,2.19015,1.39278,1.42224,0.00128577,0.00128577,0.00128577
233,144.432,1.11271,0.76496,0.93219,0.56102,0.67244,0.61481,0.2345,2.19015,1.39278,1.42224,0.00128412,0.00128412,0.00128412
234,145.338,1.21861,0.79352,0.96305,0.56102,0.67244,0.61481,0.2345,2.19015,1.39278,1.42224,0.00128247,0.00128247,0.00128247
235,146.008,1.11588,0.76297,0.9458,0.56102,0.67244,0.61481,0.2345,2.19015,1.39278,1.42224,0.00128082,0.00128082,0.00128082
236,146.614,1.16317,0.74864,0.94044,0.61646,0.62871,0.63366,0.23534,2.19311,1.40923,1.4112,0.00127917,0.00127917,0.00127917
237,147.08,1.18845,0.81489,0.95334,0.61646,0.62871,0.63366,0.23534,2.19311,1.40923,1.4112,0.00127752,0.00127752,0.00127752
238,147.567,1.14252,0.7607,0.92947,0.61646,0.62871,0.63366,0.23534,2.19311,1.40923,1.4112,0.00127587,0.00127587,0.00127587
239,148.109,1.20013,0.80136,0.96407,0.61646,0.62871,0.63366,0.23534,2.19311,1.40923,1.4112,0.00127422,0.00127422,0.00127422
240,148.631,1.18212,0.74721,0.95279,0.7144,0.66402,0.68468,0.27153,2.11372,1.35447,1.36278,0.00127257,0.00127257,0.00127257
241,149.181,0.9971,0.72551,0.91338,0.7144,0.66402,0.68468,0.27153,2.11372,1.35447,1.36278,0.00127092,0.00127092,0.00127092
242,149.732,1.04997,0.71585,0.89507,0.7144,0.66402,0.68468,0.27153,2.11372,1.35447,1.36278,0.00126927,0.00126927,0.00126927
243,150.314,1.07997,0.74754,0.94083,0.7144,0.66402,0.68468,0.27153,2.11372,1.35447,1.36278,0.00126762,0.00126762,0.00126762
244,150.839,1.15781,0.74173,0.94328,0.65874,0.71309,0.67545,0.28129,2.09842,1.30565,1.35654,0.00126597,0.00126597,0.00126597
245,151.467,1.08896,0.73485,0.92481,0.65874,0.71309,0.67545,0.28129,2.09842,1.30565,1.35654,0.00126432,0.00126432,0.00126432
246,152.084,1.16926,0.80308,0.94585,0.65874,0.71309,0.67545,0.28129,2.09842,1.30565,1.35654,0.00126267,0.00126267,0.00126267
247,152.553,1.23365,0.75281,0.92227,0.65874,0.71309,0.67545,0.28129,2.09842,1.30565,1.35654,0.00126102,0.00126102,0.00126102
248,153.159,1.24835,0.78131,0.94649,0.63063,0.67308,0.64675,0.2712,2.14589,1.27565,1.37365,0.00125937,0.00125937,0.00125937
249,153.725,1.18748,0.7709,0.90661,0.63063,0.67308,0.64675,0.2712,2.14589,1.27565,1.37365,0.00125772,0.00125772,0.00125772
250,154.216,1.18189,0.76679,0.90809,0.63063,0.67308,0.64675,0.2712,2.14589,1.27565,1.37365,0.00125607,0.00125607,0.00125607
251,154.896,1.15683,0.75498,0.92237,0.63063,0.67308,0.64675,0.2712,2.14589,1.27565,1.37365,0.00125442,0.00125442,0.00125442
252,155.426,1.10433,0.76817,0.92778,0.60425,0.62809,0.59608,0.25006,2.18412,1.25545,1.39747,0.00125277,0.00125277,0.00125277
253,156.142,1.22295,0.78826,0.95392,0.60425,0.62809,0.59608,0.25006,2.18412,1.25545,1.39747,0.00125112,0.00125112,0.00125112
254,156.892,1.19638,0.7974,0.96572,0.60425,0.62809,0.59608,0.25006,2.18412,1.25545,1.39747,0.00124947,0.00124947,0.00124947
255,157.869,1.16683,0.71933,0.92088,0.60425,0.62809,0.59608,0.25006,2.18412,1.25545,1.39747,0.00124782,0.00124782,0.00124782
256,158.731,1.08323,0.70038,0.91074,0.62635,0.69808,0.61043,0.25988,2.15548,1.28528,1.39009,0.00124617,0.00124617,0.00124617
257,159.509,1.18183,0.77792,0.94028,0.62635,0.69808,0.61043,0.25988,2.15548,1.28528,1.39009,0.00124452,0.00124452,0.00124452
258,160.174,1.15522,0.78385,0.93179,0.62635,0.69808,0.61043,0.25988,2.15548,1.28528,1.39009,0.00124287,0.00124287,0.00124287
259,160.8,1.18264,0.76776,0.93667,0.62635,0.69808,0.61043,0.25988,2.15548,1.28528,1.39009,0.00124121,0.00124121,0.00124121
260,161.325,1.1688,0.76545,0.96006,0.62012,0.72372,0.64415,0.28148,2.09739,1.26061,1.37322,0.00123956,0.00123956,0.00123956
261,161.802,1.0397,0.71035,0.92181,0.62012,0.72372,0.64415,0.28148,2.09739,1.26061,1.37322,0.00123791,0.00123791,0.00123791
262,162.385,1.15534,0.77155,0.95831,0.62012,0.72372,0.64415,0.28148,2.09739,1.26061,1.37322,0.00123626,0.00123626,0.00123626
263,162.929,0.98,0.68364,0.91171,0.62012,0.72372,0.64415,0.28148,2.09739,1.26061,1.37322,0.00123461,0.00123461,0.00123461
264,163.487,0.9464,0.68855,0.8883,0.63519,0.75776,0.63092,0.28128,2.08302,1.18824,1.35977,0.00123296,0.00123296,0.00123296
265,163.999,1.23467,0.78547,0.96891,0.63519,0.75776,0.63092,0.28128,2.08302,1.18824,1.35977,0.00123131,0.00123131,0.00123131
266,164.545,1.0141,0.67655,0.92916,0.63519,0.75776,0.63092,0.28128,2.08302,1.18824,1.35977,0.00122966,0.00122966,0.00122966
267,164.998,1.13094,0.70084,0.94132,0.63519,0.75776,0.63092,0.28128,2.08302,1.18824,1.35977,0.00122801,0.00122801,0.00122801
268,165.506,1.15203,0.73356,0.93761,0.63024,0.73436,0.63635,0.28232,2.10397,1.19833,1.36236,0.00122636,0.00122636,0.00122636
269,166.043,1.09468,0.76585,0.9346,0.63024,0.73436,0.63635,0.28232,2.10397,1.19833,1.36236,0.00122471,0.00122471,0.00122471
270,166.654,1.02871,0.6998,0.91497,0.63024,0.73436,0.63635,0.28232,2.10397,1.19833,1.36236,0.00122306,0.00122306,0.00122306
271,167.227,1.02784,0.68915,0.92431,0.63024,0.73436,0.63635,0.28232,2.10397,1.19833,1.36236,0.00122141,0.00122141,0.00122141
272,167.697,1.18315,0.7478,0.96686,0.68566,0.66026,0.64859,0.28612,2.12842,1.21243,1.36489,0.00121976,0.00121976,0.00121976
273,168.271,0.96529,0.70151,0.88206,0.68566,0.66026,0.64859,0.28612,2.12842,1.21243,1.36489,0.00121811,0.00121811,0.00121811
274,168.8,1.11662,0.71787,0.94456,0.68566,0.66026,0.64859,0.28612,2.12842,1.21243,1.36489,0.00121646,0.00121646,0.00121646
275,169.455,0.95845,0.69553,0.89189,0.68566,0.66026,0.64859,0.28612,2.12842,1.21243,1.36489,0.00121481,0.00121481,0.00121481
276,170.069,1.11534,0.73516,0.90148,0.59059,0.71052,0.61873,0.27303,2.1412,1.20716,1.3677,0.00121316,0.00121316,0.00121316
277,170.786,1.20806,0.76109,0.92644,0.59059,0.71052,0.61873,0.27303,2.1412,1.20716,1.3677,0.00121151,0.00121151,0.00121151
278,171.596,0.96386,0.68124,0.9076,0.59059,0.71052,0.61873,0.27303,2.1412,1.20716,1.3677,0.00120986,0.00120986,0.00120986
279,172.412,0.97421,0.71868,0.91957,0.59059,0.71052,0.61873,0.27303,2.1412,1.20716,1.3677,0.00120821,0.00120821,0.00120821
280,173.297,0.90127,0.67163,0.89857,0.6686,0.69465,0.65533,0.28397,2.11968,1.20049,1.36171,0.00120656,0.00120656,0.00120656
281,174.164,0.97018,0.68278,0.92057,0.6686,0.69465,0.65533,0.28397,2.11968,1.20049,1.36171,0.00120491,0.00120491,0.00120491
282,174.706,1.09757,0.71292,0.91068,0.6686,0.69465,0.65533,0.28397,2.11968,1.20049,1.36171,0.00120326,0.00120326,0.00120326
283,175.235,1.04162,0.6865,0.90118,0.6686,0.69465,0.65533,0.28397,2.11968,1.20049,1.36171,0.00120161,0.00120161,0.00120161
284,175.758,1.0703,0.73792,0.92598,0.68979,0.71701,0.69259,0.29004,2.12172,1.18352,1.36667,0.00119996,0.00119996,0.00119996
285,176.226,0.9632,0.67653,0.89755,0.68979,0.71701,0.69259,0.29004,2.12172,1.18352,1.36667,0.00119831,0.00119831,0.00119831
286,176.818,0.99753,0.69783,0.92603,0.68979,0.71701,0.69259,0.29004,2.12172,1.18352,1.36667,0.00119666,0.00119666,0.00119666
287,177.436,0.98222,0.67511,0.88865,0.68979,0.71701,0.69259,0.29004,2.12172,1.18352,1.36667,0.00119501,0.00119501,0.00119501
288,177.96,1.15815,0.73705,0.92412,0.74456,0.7359,0.74481,0.29913,2.14506,1.15149,1.38586,0.00119336,0.00119336,0.00119336
289,178.508,0.94484,0.62883,0.86929,0.74456,0.7359,0.74481,0.29913,2.14506,1.15149,1.38586,0.0011917,0.0011917,0.0011917
290,179.134,0.94399,0.66287,0.91182,0.74456,0.7359,0.74481,0.29913,2.14506,1.15149,1.38586,0.00119005,0.00119005,0.00119005
291,179.61,0.89678,0.62865,0.89448,0.74456,0.7359,0.74481,0.29913,2.14506,1.15149,1.38586,0.0011884,0.0011884,0.0011884
292,180.19,1.10456,0.68461,0.91471,0.74912,0.69499,0.73816,0.29023,2.15553,1.15635,1.38953,0.00118675,0.00118675,0.00118675
293,180.851,1.04531,0.67876,0.89312,0.74912,0.69499,0.73816,0.29023,2.15553,1.15635,1.38953,0.0011851,0.0011851,0.0011851
294,182.596,1.0431,0.67728,0.92261,0.74912,0.69499,0.73816,0.29023,2.15553,1.15635,1.38953,0.00118345,0.00118345,0.00118345
295,183.148,0.97728,0.63452,0.89277,0.74912,0.69499,0.73816,0.29023,2.15553,1.15635,1.38953,0.0011818,0.0011818,0.0011818
296,183.689,1.03863,0.6593,0.89009,0.70868,0.69496,0.69076,0.27777,2.14366,1.19923,1.38998,0.00118015,0.00118015,0.00118015
297,184.322,1.00679,0.66121,0.92256,0.70868,0.69496,0.69076,0.27777,2.14366,1.19923,1.38998,0.0011785,0.0011785,0.0011785
298,185.122,1.14851,0.7503,0.92185,0.70868,0.69496,0.69076,0.27777,2.14366,1.19923,1.38998,0.00117685,0.00117685,0.00117685
299,186.023,1.01832,0.67183,0.91068,0.70868,0.69496,0.69076,0.27777,2.14366,1.19923,1.38998,0.0011752,0.0011752,0.0011752
300,187.066,0.99248,0.68588,0.92681,0.70145,0.69142,0.66678,0.28271,2.12339,1.20092,1.37309,0.00117355,0.00117355,0.00117355
301,187.921,0.99022,0.65466,0.89956,0.70145,0.69142,0.66678,0.28271,2.12339,1.20092,1.37309,0.0011719,0.0011719,0.0011719
302,188.56,0.98164,0.68521,0.8748,0.70145,0.69142,0.66678,0.28271,2.12339,1.20092,1.37309,0.00117025,0.00117025,0.00117025
303,189.066,1.02873,0.6983,0.89227,0.70145,0.69142,0.66678,0.28271,2.12339,1.20092,1.37309,0.0011686,0.0011686,0.0011686
304,189.692,1.01762,0.70418,0.93585,0.7726,0.72864,0.73189,0.27944,2.14612,1.1463,1.37465,0.00116695,0.00116695,0.00116695
305,190.251,1.09728,0.69269,0.93439,0.7726,0.72864,0.73189,0.27944,2.14612,1.1463,1.37465,0.0011653,0.0011653,0.0011653
306,190.799,0.98643,0.674,0.90884,0.7726,0.72864,0.73189,0.27944,2.14612,1.1463,1.37465,0.00116365,0.00116365,0.00116365
307,191.324,1.04361,0.66044,0.90191,0.7726,0.72864,0.73189,0.27944,2.14612,1.1463,1.37465,0.001162,0.001162,0.001162
308,191.902,1.12704,0.75113,0.93532,0.76061,0.74808,0.73744,0.27454,2.17274,1.15404,1.3814,0.00116035,0.00116035,0.00116035
309,192.42,1.09103,0.70309,0.90163,0.76061,0.74808,0.73744,0.27454,2.17274,1.15404,1.3814,0.0011587,0.0011587,0.0011587
310,192.873,0.99649,0.65112,0.87753,0.76061,0.74808,0.73744,0.27454,2.17274,1.15404,1.3814,0.00115705,0.00115705,0.00115705
311,193.433,0.99525,0.66147,0.8908,0.76061,0.74808,0.73744,0.27454,2.17274,1.15404,1.3814,0.0011554,0.0011554,0.0011554
312,194.004,0.98569,0.66312,0.90592,0.77374,0.75559,0.75317,0.27063,2.15582,1.16677,1.37692,0.00115375,0.00115375,0.00115375
313,194.519,1.07069,0.71819,0.92648,0.77374,0.75559,0.75317,0.27063,2.15582,1.16677,1.37692,0.0011521,0.0011521,0.0011521
314,195.116,1.09297,0.71585,0.90688,0.77374,0.75559,0.75317,0.27063,2.15582,1.16677,1.37692,0.00115045,0.00115045,0.00115045
315,195.553,0.90789,0.69651,0.91998,0.77374,0.75559,0.75317,0.27063,2.15582,1.16677,1.37692,0.0011488,0.0011488,0.0011488
316,196.17,1.06444,0.68092,0.90621,0.78529,0.73049,0.69404,0.27175,2.17627,1.18829,1.39133,0.00114715,0.00114715,0.00114715
317,196.678,0.93894,0.64035,0.90531,0.78529,0.73049,0.69404,0.27175,2.17627,1.18829,1.39133,0.0011455,0.0011455,0.0011455
318,197.26,1.0544,0.70611,0.96188,0.78529,0.73049,0.69404,0.27175,2.17627,1.18829,1.39133,0.00114385,0.00114385,0.00114385
319,197.815,1.03304,0.75841,0.9168,0.78529,0.73049,0.69404,0.27175,2.17627,1.18829,1.39133,0.0011422,0.0011422,0.0011422
320,198.471,1.0414,0.64738,0.89755,0.70979,0.68425,0.68488,0.26914,2.1847,1.18595,1.38603,0.00114054,0.00114054,0.00114054
321,199.329,1.06623,0.76308,0.95223,0.70979,0.68425,0.68488,0.26914,2.1847,1.18595,1.38603,0.00113889,0.00113889,0.00113889
322,200.133,1.00265,0.70133,0.90605,0.70979,0.68425,0.68488,0.26914,2.1847,1.18595,1.38603,0.00113724,0.00113724,0.00113724
323,201.036,1.05205,0.67481,0.8821,0.70979,0.68425,0.68488,0.26914,2.1847,1.18595,1.38603,0.00113559,0.00113559,0.00113559
324,201.934,1.20375,0.75144,0.92697,0.69008,0.70367,0.7045,0.27765,2.19425,1.16368,1.38308,0.00113394,0.00113394,0.00113394
325,202.604,0.86977,0.61831,0.88729,0.69008,0.70367,0.7045,0.27765,2.19425,1.16368,1.38308,0.00113229,0.00113229,0.00113229
326,203.166,0.93316,0.63058,0.88377,0.69008,0.70367,0.7045,0.27765,2.19425,1.16368,1.38308,0.00113064,0.00113064,0.00113064
327,203.662,1.04356,0.69021,0.91637,0.69008,0.70367,0.7045,0.27765,2.19425,1.16368,1.38308,0.00112899,0.00112899,0.00112899
328,204.271,1.08324,0.69627,0.89154,0.71191,0.68852,0.68859,0.28135,2.16708,1.15503,1.36568,0.00112734,0.00112734,0.00112734
329,204.886,0.97695,0.65684,0.89526,0.71191,0.68852,0.68859,0.28135,2.16708,1.15503,1.36568,0.00112569,0.00112569,0.00112569
330,205.347,1.16486,0.73461,0.93781,0.71191,0.68852,0.68859,0.28135,2.16708,1.15503,1.36568,0.00112404,0.00112404,0.00112404
331,205.919,0.99334,0.64573,0.90157,0.71191,0.68852,0.68859,0.28135,2.16708,1.15503,1.36568,0.00112239,0.00112239,0.00112239
332,206.467,1.0398,0.68404,0.92733,0.6635,0.63754,0.61844,0.26959,2.12689,1.13382,1.35502,0.00112074,0.00112074,0.00112074
333,206.962,1.07745,0.68427,0.90095,0.6635,0.63754,0.61844,0.26959,2.12689,1.13382,1.35502,0.00111909,0.00111909,0.00111909
334,207.477,1.04674,0.67923,0.90838,0.6635,0.63754,0.61844,0.26959,2.12689,1.13382,1.35502,0.00111744,0.00111744,0.00111744
335,208.053,1.08921,0.72326,0.95208,0.6635,0.63754,0.61844,0.26959,2.12689,1.13382,1.35502,0.00111579,0.00111579,0.00111579
336,208.586,1.0367,0.65671,0.88112,0.74257,0.62806,0.64706,0.27475,2.11897,1.20705,1.35755,0.00111414,0.00111414,0.00111414
337,209.115,1.01077,0.67339,0.91125,0.74257,0.62806,0.64706,0.27475,2.11897,1.20705,1.35755,0.00111249,0.00111249,0.00111249
338,209.671,0.91526,0.60983,0.88112,0.74257,0.62806,0.64706,0.27475,2.11897,1.20705,1.35755,0.00111084,0.00111084,0.00111084
339,210.242,1.03274,0.70132,0.91212,0.74257,0.62806,0.64706,0.27475,2.11897,1.20705,1.35755,0.00110919,0.00110919,0.00110919
340,210.769,1.01398,0.69216,0.93512,0.66733,0.70438,0.6784,0.27382,2.16483,1.18667,1.37313,0.00110754,0.00110754,0.00110754
341,211.251,1.04201,0.70405,0.96006,0.66733,0.70438,0.6784,0.27382,2.16483,1.18667,1.37313,0.00110589,0.00110589,0.00110589
342,211.793,1.07062,0.70611,0.90894,0.66733,0.70438,0.6784,0.27382,2.16483,1.18667,1.37313,0.00110424,0.00110424,0.00110424
343,212.551,0.94502,0.65044,0.90657,0.66733,0.70438,0.6784,0.27382,2.16483,1.18667,1.37313,0.00110259,0.00110259,0.00110259
344,213.363,0.96842,0.65143,0.889,0.66742,0.6967,0.64955,0.26686,2.17065,1.16208,1.37675,0.00110094,0.00110094,0.00110094
345,214.182,0.94387,0.64095,0.88568,0.66742,0.6967,0.64955,0.26686,2.17065,1.16208,1.37675,0.00109929,0.00109929,0.00109929
346,215.104,0.99939,0.66438,0.94803,0.66742,0.6967,0.64955,0.26686,2.17065,1.16208,1.37675,0.00109764,0.00109764,0.00109764
347,215.837,0.98713,0.65234,0.90676,0.66742,0.6967,0.64955,0.26686,2.17065,1.16208,1.37675,0.00109599,0.00109599,0.00109599
348,216.781,0.99085,0.64621,0.90832,0.69881,0.68372,0.64681,0.26115,2.17548,1.22384,1.37813,0.00109434,0.00109434,0.00109434
349,217.288,0.92822,0.68991,0.89279,0.69881,0.68372,0.64681,0.26115,2.17548,1.22384,1.37813,0.00109269,0.00109269,0.00109269
350,217.8,0.9898,0.69173,0.88933,0.69881,0.68372,0.64681,0.26115,2.17548,1.22384,1.37813,0.00109103,0.00109103,0.00109103
351,218.398,1.00012,0.66301,0.89561,0.69881,0.68372,0.64681,0.26115,2.17548,1.22384,1.37813,0.00108938,0.00108938,0.00108938
352,218.904,0.93131,0.63255,0.91187,0.72236,0.71718,0.65152,0.26552,2.17826,1.21496,1.38246,0.00108773,0.00108773,0.00108773
353,219.373,0.87541,0.61655,0.86088,0.72236,0.71718,0.65152,0.26552,2.17826,1.21496,1.38246,0.00108608,0.00108608,0.00108608
354,220.06,1.01291,0.66411,0.91376,0.72236,0.71718,0.65152,0.26552,2.17826,1.21496,1.38246,0.00108443,0.00108443,0.00108443
355,220.537,1.22146,0.74806,0.89891,0.72236,0.71718,0.65152,0.26552,2.17826,1.21496,1.38246,0.00108278,0.00108278,0.00108278
356,221.107,0.98636,0.65649,0.90377,0.7145,0.72308,0.64586,0.26476,2.17078,1.21233,1.38131,0.00108113,0.00108113,0.00108113
357,221.581,1.01142,0.64837,0.90468,0.7145,0.72308,0.64586,0.26476,2.17078,1.21233,1.38131,0.00107948,0.00107948,0.00107948
358,222.115,1.06637,0.67303,0.92563,0.7145,0.72308,0.64586,0.26476,2.17078,1.21233,1.38131,0.00107783,0.00107783,0.00107783
359,222.609,0.90087,0.61505,0.88699,0.7145,0.72308,0.64586,0.26476,2.17078,1.21233,1.38131,0.00107618,0.00107618,0.00107618
360,223.179,1.0698,0.68499,0.89886,0.72982,0.74245,0.65131,0.26653,2.15787,1.24226,1.39246,0.00107453,0.00107453,0.00107453
361,223.664,0.89015,0.59178,0.87579,0.72982,0.74245,0.65131,0.26653,2.15787,1.24226,1.39246,0.00107288,0.00107288,0.00107288
362,224.269,0.88016,0.59756,0.87794,0.72982,0.74245,0.65131,0.26653,2.15787,1.24226,1.39246,0.00107123,0.00107123,0.00107123
363,224.736,1.10879,0.75036,0.95881,0.72982,0.74245,0.65131,0.26653,2.15787,1.24226,1.39246,0.00106958,0.00106958,0.00106958
364,225.364,1.03873,0.66065,0.92293,0.7587,0.7588,0.66587,0.2675,2.13007,1.19931,1.40028,0.00106793,0.00106793,0.00106793
365,225.858,1.05481,0.65892,0.87802,0.7587,0.7588,0.66587,0.2675,2.13007,1.19931,1.40028,0.00106628,0.00106628,0.00106628
366,226.47,1.02927,0.68019,0.90003,0.7587,0.7588,0.66587,0.2675,2.13007,1.19931,1.40028,0.00106463,0.00106463,0.00106463
367,227.153,0.99744,0.62639,0.88304,0.7587,0.7588,0.66587,0.2675,2.13007,1.19931,1.40028,0.00106298,0.00106298,0.00106298
368,228.081,1.08335,0.74358,0.93707,0.75398,0.75282,0.66701,0.27767,2.13924,1.17235,1.40947,0.00106133,0.00106133,0.00106133
